restaurant,reviewer,review,rating,metadata,time,review_count,follower_count,char_count,word_count,clean_review,tokens,lexical_diversity,repetition_ratio,adj_ratio,noun_ratio,verb_ratio,superlative_count,exclamation_count,flesch_reading_ease,neg,neu,pos,compound
Hotel Zara Hi-Fi,Sanjay Sahu,"I ordered chicken afgani but I don't know what I got. It was mix curry of chicken and fish, smelling bad and seems un heigenic , packing was also very ordinary like street food Corner.",1.0,"2 Reviews , 1 Follower",2018-09-17 03:54:00,2.0,1.0,184.0,35.0,"I ordered chicken afgani but I don't know what I got. It was mix curry of chicken and fish, smelling bad and seems un heigenic , packing was also very ordinary like street food Corner.","['order', 'chicken', 'afgani', 'know', 'get', 'mix', 'curry', 'chicken', 'fish', 'smell', 'bad', 'seem', 'un', 'heigenic', 'packing', 'also', 'ordinary', 'like', 'street', 'food', 'corner']",0.9523809523809524,0.0476190476190476,0.0512820512820512,0.3076923076923077,0.1282051282051282,0.0,0.0,72.63294117647061,0.127,0.775,0.098,-0.2692
Mazzo - Marriott Executive Apartments,Ananya G,"Went there for my husband's birthday.

We ordered fish and chips and Basa fillet.
In both the dishes the fish were not served fresh.

Service was not that great either as it was the busy hour and only one server was seen trying to serve everyone.

Ambience is excellent as one side of the hotel is the botanical garden and the other part is the hi-tech city. A beautiful contrast.

Food: 2
Service: 3
Ambience: 5

Will I visit the place next time ?!?! Yeah, may be for the ambience and no ""fish"" dish. :)",3.0,"12 Reviews , 5 Followers",2019-05-12 19:25:00,12.0,5.0,504.0,95.0,"Went there for my husband's birthday. We ordered fish and chips and Basa fillet. In both the dishes the fish were not served fresh. Service was not that great either as it was the busy hour and only one server was seen trying to serve everyone. Ambience is excellent as one side of the hotel is the botanical garden and the other part is the hi-tech city. A beautiful contrast. Food: 2 Service: 3 Ambience: 5 Will I visit the place next time ?!?! Yeah, may be for the ambience and no ""fish"" dish. :)","['go', 'husband', ""'s"", 'birthday', 'order', 'fish', 'chip', 'basa', 'fillet', 'dish', 'fish', 'serve', 'fresh', 'service', 'great', 'either', 'busy', 'hour', 'one', 'server', 'see', 'try', 'serve', 'everyone', 'ambience', 'excellent', 'one', 'side', 'hotel', 'botanical', 'garden', 'part', 'hi', 'tech', 'city', 'beautiful', 'contrast', 'food', '2', 'service', '3', 'ambience', '5', 'visit', 'place', 'next', 'time', 'yeah', 'may', 'ambience', 'fish', 'dish']",0.8461538461538461,0.1538461538461538,0.0789473684210526,0.2368421052631578,0.0614035087719298,0.0,2.0,78.59691532258066,0.072,0.797,0.132,0.8068
Hunger Maggi Point,Prabhat Ray,I ordered a shawarma and I received a rotten shawarma. I don't understand why people do this. It's food. Not any product. If you want to increase the price. Do it. But how can you serve this type of food to anyone. This is completely rotten and even smells very bad. Would never order from you again.,1.0,"20 Reviews , 8 Followers",2019-04-15 03:15:00,20.0,8.0,300.0,57.0,I ordered a shawarma and I received a rotten shawarma. I don't understand why people do this. It's food. Not any product. If you want to increase the price. Do it. But how can you serve this type of food to anyone. This is completely rotten and even smells very bad. Would never order from you again.,"['order', 'shawarma', 'receive', 'rotten', 'shawarma', 'understand', 'people', 'food', 'product', 'want', 'increase', 'price', 'serve', 'type', 'food', 'anyone', 'completely', 'rotten', 'even', 'smell', 'bad', 'would', 'never', 'order']",0.8333333333333334,0.1666666666666666,0.0441176470588235,0.1176470588235294,0.1470588235294117,0.0,0.0,82.80157894736844,0.191,0.763,0.045,-0.8998
GD's,Aditya Sood,"I have taken 2 stars out only because of the time they took to make the burger. No doubt, the burger was very juicy and tasty but the time they took to make it was far too long.",3.0,"42 Reviews , 142 Followers",2019-03-31 23:47:00,42.0,142.0,177.0,38.0,"I have taken 2 stars out only because of the time they took to make the burger. No doubt, the burger was very juicy and tasty but the time they took to make it was far too long.","['take', '2', 'star', 'time', 'take', 'make', 'burger', 'doubt', 'burger', 'juicy', 'tasty', 'time', 'take', 'make', 'far', 'long']",0.6875,0.3125,0.073170731707317,0.1219512195121951,0.1219512195121951,0.0,0.0,85.13947368421054,0.09,0.91,0.0,-0.3291
Faasos,Lavanya Reddy,"Best delivery received through mallesh...thanks mallesh such a great work in time delivery..,...............................................",5.0,"1 Review , 1 Follower",2018-07-06 18:07:00,1.0,1.0,140.0,13.0,"Best delivery received through mallesh...thanks mallesh such a great work in time delivery..,...............................................","['best', 'delivery', 'receive', 'mallesh', 'thank', 'mallesh', 'great', 'work', 'time', 'delivery']",0.8,0.1999999999999999,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.0,70.08365384615385,0.0,0.546,0.454,0.8519
Prism Club & Kitchen,Samsonjohn1417,"Nice ambience with light systems and music in an international level
We partied very hard with amazing cocktails
The bartenders were preparing cocktails & shots like india ever had
Its not only a club it is an other party world",5.0,"1 Review , 2 Followers",2019-05-22 16:54:00,1.0,2.0,227.0,40.0,Nice ambience with light systems and music in an international level We partied very hard with amazing cocktails The bartenders were preparing cocktails & shots like india ever had Its not only a club it is an other party world,"['nice', 'ambience', 'light', 'system', 'music', 'international', 'level', 'partie', 'hard', 'amazing', 'cocktail', 'bartender', 'prepare', 'cocktail', 'shot', 'like', 'india', 'ever', 'club', 'party', 'world']",0.9523809523809524,0.0476190476190476,0.125,0.3,0.075,0.0,0.0,28.41923076923078,0.035,0.664,0.3,0.9148
Owm Nom Nom,Preetham Kumar Myadam,"This place doesn't even deserve 1 star.....!!

The worst ever experience which I have ever faced.....
Zero taste, zero service, NO ac nor fan, the staff has no basic respect nor they are worried about the customer.

The food served was rotten & no proper hygiene was maintained.

The Restaurant manager Mr. Anwar was rude towards customers don't know why they are running this hotel.

Completely ZERO.",1.0,"9 Reviews , 242 Followers",2019-05-03 14:20:00,9.0,242.0,401.0,67.0,"This place doesn't even deserve 1 star.....!! The worst ever experience which I have ever faced..... Zero taste, zero service, NO ac nor fan, the staff has no basic respect nor they are worried about the customer. The food served was rotten & no proper hygiene was maintained. The Restaurant manager Mr. Anwar was rude towards customers don't know why they are running this hotel. Completely ZERO.","['place', 'even', 'deserve', '1', 'star', 'bad', 'ever', 'experience', 'ever', 'face', 'zero', 'taste', 'zero', 'service', 'ac', 'fan', 'staff', 'basic', 'respect', 'worried', 'customer', 'food', 'serve', 'rotten', 'proper', 'hygiene', 'maintain', 'restaurant', 'manager', 'mr.', 'anwar', 'rude', 'towards', 'customer', 'know', 'run', 'hotel', 'completely', 'zero']",0.8974358974358975,0.1025641025641025,0.075,0.2625,0.0875,1.0,2.0,64.9245454545455,0.253,0.685,0.062,-0.9359
Gal Punjab Di,Sunny Bhasin,"As they promise best butter chicken its not true butter chicken was not that creamy and smooth it was missing that hint. Ambience is good other things were good. Menu is quite funky, decor is punjabi theme.
They need to improve thier service.",4.0,"12 Reviews , 39 Followers",2018-11-13 12:43:00,12.0,39.0,242.0,43.0,"As they promise best butter chicken its not true butter chicken was not that creamy and smooth it was missing that hint. Ambience is good other things were good. Menu is quite funky, decor is punjabi theme. They need to improve thier service.","['promise', 'good', 'butter', 'chicken', 'true', 'butter', 'chicken', 'creamy', 'smooth', 'miss', 'hint', 'ambience', 'good', 'thing', 'good', 'menu', 'quite', 'funky', 'decor', 'punjabi', 'theme', 'need', 'improve', 'thi', 'service']",0.84,0.16,0.1875,0.25,0.0833333333333333,1.0,0.0,77.87723837209305,0.11,0.62,0.269,0.8743
Biryanis And More,Raghavendra,"I have been ordering from this place for quite some time now. I have tried various types of veg biryanis available. My personal favourites are veg biryani, capsicum and mushroom biryani, mixed veg biryani.
Recently i ordered paneer tikka biryani which was really bad and i advice you to avoid ordering it.
Overall it's a good place to try out different kinds of biryanis",4.0,"4 Reviews , 1 Follower",2019-04-18 15:59:00,4.0,1.0,370.0,64.0,"I have been ordering from this place for quite some time now. I have tried various types of veg biryanis available. My personal favourites are veg biryani, capsicum and mushroom biryani, mixed veg biryani. Recently i ordered paneer tikka biryani which was really bad and i advice you to avoid ordering it. Overall it's a good place to try out different kinds of biryanis","['order', 'place', 'quite', 'time', 'try', 'various', 'type', 'veg', 'biryani', 'available', 'personal', 'favourite', 'veg', 'biryani', 'capsicum', 'mushroom', 'biryani', 'mixed', 'veg', 'biryani', 'recently', 'order', 'paneer', 'tikka', 'biryani', 'really', 'bad', 'advice', 'avoid', 'order', 'overall', 'good', 'place', 'try', 'different', 'kind', 'biryani']",0.7027027027027027,0.2972972972972972,0.0985915492957746,0.2535211267605634,0.1126760563380281,0.0,0.0,73.55237500000003,0.092,0.863,0.045,-0.4754
Frio Bistro,Kunal Haldankar,"The ambience is excellent , the food not so much , we ordered a half n half pizza , margarita & bbq chicken , the pizza was not up to the mark , now for the second dish we had ordered was Alfredo Chicken Pasta , the pasta sauce was very liquidish , chicken was undercooked. I am have visited this restaurant before & it was an awesome experience , we used Zomato good during this visit of ours , not sure if this has anything to do with the food taste , there were 2 pizza slices left & the the restaurant said they will not pack the leftover food as they said it was orders / rules from zomato , they said they would rather throw the left over in the dustbin but not give it to the customer , this is very strange rules , zomato relook at your guidelines",2.0,"5 Reviews , 1 Follower",2018-10-27 14:39:00,5.0,1.0,755.0,153.0,"The ambience is excellent , the food not so much , we ordered a half n half pizza , margarita & bbq chicken , the pizza was not up to the mark , now for the second dish we had ordered was Alfredo Chicken Pasta , the pasta sauce was very liquidish , chicken was undercooked. I am have visited this restaurant before & it was an awesome experience , we used Zomato good during this visit of ours , not sure if this has anything to do with the food taste , there were 2 pizza slices left & the the restaurant said they will not pack the leftover food as they said it was orders / rules from zomato , they said they would rather throw the left over in the dustbin but not give it to the customer , this is very strange rules , zomato relook at your guidelines","['ambience', 'excellent', 'food', 'much', 'order', 'half', 'n', 'half', 'pizza', 'margarita', 'bbq', 'chicken', 'pizza', 'mark', 'second', 'dish', 'order', 'alfredo', 'chicken', 'pasta', 'pasta', 'sauce', 'liquidish', 'chicken', 'undercooked', 'visit', 'restaurant', 'awesome', 'experience', 'use', 'zomato', 'good', 'visit', 'sure', 'anything', 'food', 'taste', '2', 'pizza', 'slice', 'leave', 'restaurant', 'say', 'pack', 'leftover', 'food', 'say', 'order', 'rule', 'zomato', 'say', 'would', 'rather', 'throw', 'left', 'dustbin', 'give', 'customer', 'strange', 'rule', 'zomato', 'relook', 'guideline']",0.7301587301587301,0.2698412698412699,0.0649350649350649,0.2272727272727272,0.1038961038961039,0.0,0.0,18.379705882352937,0.03,0.92,0.05,0.4077
The Indi Grill,Harikrishna Prabhu,Went here for a team outing. The restaurant caters to masses from the corporate sector. Not great spread on the buffet. The starters were either too spicy or undercooked. The main course spread was below average. The fresh jalebi was a good addition to the otherwise below average dessert spread.,2.0,"1 Review , 1 Follower",2019-05-15 17:54:00,1.0,1.0,296.0,50.0,Went here for a team outing. The restaurant caters to masses from the corporate sector. Not great spread on the buffet. The starters were either too spicy or undercooked. The main course spread was below average. The fresh jalebi was a good addition to the otherwise below average dessert spread.,"['go', 'team', 'restaurant', 'cater', 'mass', 'corporate', 'sector', 'great', 'spread', 'buffet', 'starter', 'either', 'spicy', 'undercooked', 'main', 'course', 'spread', 'average', 'fresh', 'jalebi', 'good', 'addition', 'otherwise', 'average', 'dessert', 'spread']",0.8846153846153846,0.1153846153846154,0.1607142857142857,0.25,0.0357142857142857,0.0,0.0,71.47666666666667,0.062,0.841,0.097,0.2278
The Tilt Bar Republic,Nisha Gahlawat,Just in love with Sonalin Priyadarshini Voice.. she is a very good singer of the City I have ever seen.. please once again invite Sonalin. Want to listen her again. Beautiful place .. I enjoyed last Saturday here😍,5.0,"2 Reviews , 1 Follower",2019-05-20 12:42:00,2.0,1.0,213.0,38.0,Just in love with Sonalin Priyadarshini Voice.. she is a very good singer of the City I have ever seen.. please once again invite Sonalin. Want to listen her again. Beautiful place .. I enjoyed last Saturday here,"['love', 'sonalin', 'priyadarshini', 'voice', 'good', 'singer', 'city', 'ever', 'see', 'please', 'invite', 'sonalin', 'want', 'listen', 'beautiful', 'place', 'enjoy', 'last', 'saturday']",0.9473684210526316,0.0526315789473684,0.0714285714285714,0.2142857142857142,0.119047619047619,0.0,0.0,78.14021621621623,0.0,0.586,0.414,0.9571
Biryanis And More,Venky,"Taste was good. But it took about an hour and half just for the starters to arrive. The Veg Keema biryani had a complete Coconut flavor, which we didn't particularly enjoy.",3.0,"4 Reviews , 2 Followers",2019-04-05 14:52:00,4.0,2.0,172.0,31.0,"Taste was good. But it took about an hour and half just for the starters to arrive. The Veg Keema biryani had a complete Coconut flavor, which we didn't particularly enjoy.","['taste', 'good', 'take', 'hour', 'half', 'starter', 'arrive', 'veg', 'keema', 'biryani', 'complete', 'coconut', 'flavor', 'particularly', 'enjoy']",1.0,0.0,0.0555555555555555,0.25,0.1111111111111111,0.0,0.0,73.54021505376345,0.112,0.83,0.058,-0.4248
The Fisherman's Wharf,Hyderabadisbest,Went there as a group of 10 for lunch buffet. The place is easy to find and at the entry you have an option to choose either AC or outside. because of the heat we went inside. The starters and soup were served on the table. There were numerous starters and it was very good. the starters actually make you full. The waiters were very friendly and helpful. they had asked multiple times for the starters to be repeated. the main course was good and there was a huge spread there. the best part was the desserts which were awesome. Next time would like to go on a evening for the outdoor seating and ambience.,4.0,"97 Reviews , 153 Followers",2019-04-27 09:12:00,97.0,153.0,607.0,115.0,Went there as a group of 10 for lunch buffet. The place is easy to find and at the entry you have an option to choose either AC or outside. because of the heat we went inside. The starters and soup were served on the table. There were numerous starters and it was very good. the starters actually make you full. The waiters were very friendly and helpful. they had asked multiple times for the starters to be repeated. the main course was good and there was a huge spread there. the best part was the desserts which were awesome. Next time would like to go on a evening for the outdoor seating and ambience.,"['go', 'group', '10', 'lunch', 'buffet', 'place', 'easy', 'find', 'entry', 'option', 'choose', 'either', 'ac', 'outside', 'heat', 'go', 'inside', 'starter', 'soup', 'serve', 'table', 'numerous', 'starter', 'good', 'starter', 'actually', 'make', 'full', 'waiter', 'friendly', 'helpful', 'ask', 'multiple', 'time', 'starter', 'repeat', 'main', 'course', 'good', 'huge', 'spread', 'good', 'part', 'dessert', 'awesome', 'next', 'time', 'would', 'like', 'go', 'evening', 'outdoor', 'seating', 'ambience']",0.8518518518518519,0.1481481481481481,0.1111111111111111,0.1904761904761904,0.1031746031746031,1.0,0.0,85.87581027667984,0.0,0.781,0.219,0.9817
Udipi's Upahar,Karishma Bhatt,"This is one of the place, where you can find all the foods in a very reasonable price but it doesn't mean that you have to compromise with your taste buds. I have tried Veg manchurian, gobi manuchurian, idli sambhar, vada sambhar, dahi vada, dosa ( must try ) , puri and curry and poha. I tried one unique combination here and that is plain dosa with veg manchurian, and it was just yummm. I would suggest you as well to try this. ✌️",4.0,"90 Reviews , 148 Followers",2018-08-02 20:47:00,90.0,148.0,433.0,84.0,"This is one of the place, where you can find all the foods in a very reasonable price but it doesn't mean that you have to compromise with your taste buds. I have tried Veg manchurian, gobi manuchurian, idli sambhar, vada sambhar, dahi vada, dosa ( must try ) , puri and curry and poha. I tried one unique combination here and that is plain dosa with veg manchurian, and it was just yummm. I would suggest you as well to try this.","['one', 'place', 'find', 'food', 'reasonable', 'price', 'mean', 'compromise', 'taste', 'bud', 'try', 'veg', 'manchurian', 'gobi', 'manuchurian', 'idli', 'sambhar', 'vada', 'sambhar', 'dahi', 'vada', 'dosa', 'must', 'try', 'puri', 'curry', 'poha', 'try', 'one', 'unique', 'combination', 'plain', 'dosa', 'veg', 'manchurian', 'yummm', 'would', 'suggest', 'well', 'try']",0.775,0.2249999999999999,0.031578947368421,0.2526315789473684,0.0947368421052631,0.0,0.0,76.55500000000004,0.0,0.966,0.034,0.3919
Frio Bistro,Shrikanth Reddy Aenugu,"Visited the restaurant for a brunch with team.....

The service is not as expected.... I would give a 2 star for it.

Coming to the food .... the taste is good.

Fish was ok and chicken was ok.... pizza is tasty",5.0,"19 Reviews , 32 Followers",2019-02-01 08:46:00,19.0,32.0,211.0,41.0,Visited the restaurant for a brunch with team..... The service is not as expected.... I would give a 2 star for it. Coming to the food .... the taste is good. Fish was ok and chicken was ok.... pizza is tasty,"['visit', 'restaurant', 'brunch', 'team', 'service', 'expect', 'would', 'give', '2', 'star', 'come', 'food', 'taste', 'good', 'fish', 'ok', 'chicken', 'ok', 'pizza', 'tasty']",0.95,0.05,0.0869565217391304,0.2391304347826087,0.0869565217391304,0.0,0.0,88.94000000000001,0.0,0.873,0.127,0.6249
Frio Bistro,Bhargavi Neti,"A nice place for a date, went there on a Sunday afternoon. Service was fast. We had 1. Ceasar salad - which was good 2. Spinach and Cream cheese ravioli - which was okay.",5.0,"16 Reviews , 8 Followers",2018-10-11 12:33:00,16.0,8.0,170.0,34.0,"A nice place for a date, went there on a Sunday afternoon. Service was fast. We had 1. Ceasar salad - which was good 2. Spinach and Cream cheese ravioli - which was okay.","['nice', 'place', 'date', 'go', 'sunday', 'afternoon', 'service', 'fast', '1', 'ceasar', 'salad', 'good', '2', 'spinach', 'cream', 'cheese', 'ravioli', 'okay']",1.0,0.0,0.1,0.275,0.05,0.0,0.0,86.65775000000001,0.0,0.774,0.226,0.765
Marsala Food Company,Sambhangi Sandeep,"I liked the place. Quite opp to DLF building Gachibowli. Easy access to the restaurant from DLF.

We had Mutton juicy mandi. Liked it.

Would come back to try couple more dishes.",4.0,"234 Reviews , 688 Followers",2019-05-10 15:24:00,234.0,688.0,178.0,32.0,I liked the place. Quite opp to DLF building Gachibowli. Easy access to the restaurant from DLF. We had Mutton juicy mandi. Liked it. Would come back to try couple more dishes.,"['like', 'place', 'quite', 'opp', 'dlf', 'building', 'gachibowli', 'easy', 'access', 'restaurant', 'dlf', 'mutton', 'juicy', 'mandi', 'like', 'would', 'come', 'back', 'try', 'couple', 'dish']",0.9047619047619048,0.0952380952380952,0.0789473684210526,0.2894736842105263,0.131578947368421,0.0,0.0,86.65775000000001,0.0,0.767,0.233,0.8176
Eat India Company,Mounika,"Beautiful ambience. The vintage look took me back to some good old days. The food was okay but they take quite some time to bring in the order. For instance, 30 min for a glass of Coke? We had been here for dinner and it took us a while to figure out that both urban Asia and Eat India company are together. The staff didn't attend us for a long time. I gave the 3 star for the ambience and the experience I had with the people I went with.",3.0,"25 Reviews , 12 Followers",2019-05-04 14:01:00,25.0,12.0,440.0,90.0,"Beautiful ambience. The vintage look took me back to some good old days. The food was okay but they take quite some time to bring in the order. For instance, 30 min for a glass of Coke? We had been here for dinner and it took us a while to figure out that both urban Asia and Eat India company are together. The staff didn't attend us for a long time. I gave the 3 star for the ambience and the experience I had with the people I went with.","['beautiful', 'ambience', 'vintage', 'look', 'take', 'back', 'good', 'old', 'day', 'food', 'okay', 'take', 'quite', 'time', 'bring', 'order', 'instance', '30', 'min', 'glass', 'coke', 'dinner', 'take', 'figure', 'urban', 'asia', 'eat', 'india', 'company', 'together', 'staff', 'attend', 'long', 'time', 'give', '3', 'star', 'ambience', 'experience', 'people', 'go']",0.902439024390244,0.097560975609756,0.0707070707070707,0.2121212121212121,0.101010101010101,0.0,0.0,82.57000000000001,0.0,0.932,0.068,0.5927
Shah Ghouse Hotel & Restaurant,Kishore Valdas,The waiters were very rude that the hotel is very busy...if you ask for starters and soups they say it will late order biryani🤨🤨...Inam shocked with their behaviour with customers,2.0,1 Review,2019-05-03 21:40:00,1.0,,179.0,30.0,The waiters were very rude that the hotel is very busy...if you ask for starters and soups they say it will late order biryani...Inam shocked with their behaviour with customers,"['waiter', 'rude', 'hotel', 'busy', 'ask', 'starter', 'soup', 'say', 'late', 'order', 'biryani', 'inam', 'shock', 'behaviour', 'customer']",1.0,0.0,0.0588235294117647,0.2352941176470588,0.088235294117647,0.0,0.0,81.06500000000001,0.166,0.834,0.0,-0.6801
Mathura Vilas,Rishabh Kumar,"I wants to try some veg cuisines, so found this place on zomato. I ordered Tandoori mushroom and Veg soft noodles. Both the dishes was good and tasty. Both the dishes were prepared in very less oil. Ambiance was also good.",4.0,"155 Reviews , 683 Followers",2018-12-10 06:36:00,155.0,683.0,222.0,41.0,"I wants to try some veg cuisines, so found this place on zomato. I ordered Tandoori mushroom and Veg soft noodles. Both the dishes was good and tasty. Both the dishes were prepared in very less oil. Ambiance was also good.","['want', 'try', 'veg', 'cuisine', 'find', 'place', 'zomato', 'order', 'tandoori', 'mushroom', 'veg', 'soft', 'noodle', 'dish', 'good', 'tasty', 'dish', 'prepare', 'less', 'oil', 'ambiance', 'also', 'good']",0.8695652173913043,0.1304347826086956,0.1063829787234042,0.2553191489361702,0.1063829787234042,0.0,0.0,85.02419512195122,0.0,0.824,0.176,0.7717
Pot Pourri,Rakhi,"I went there last Sunday. Had a buffet. Honestly I didn't like the food taste and quality of vegetable and specially non-veg items. It tasted stale. No doubt service is good , staff is always smiling. But they need to improve a lot on food quality. Even the biryani was not up to the mark. Moreover the chicken was undercooked or old, our stomach felt funny when we reached home.",3.0,1 Review,2019-03-25 15:23:00,1.0,,379.0,70.0,"I went there last Sunday. Had a buffet. Honestly I didn't like the food taste and quality of vegetable and specially non-veg items. It tasted stale. No doubt service is good , staff is always smiling. But they need to improve a lot on food quality. Even the biryani was not up to the mark. Moreover the chicken was undercooked or old, our stomach felt funny when we reached home.","['go', 'last', 'sunday', 'buffet', 'honestly', 'like', 'food', 'taste', 'quality', 'vegetable', 'specially', 'non', 'veg', 'item', 'taste', 'stale', 'doubt', 'service', 'good', 'staff', 'always', 'smile', 'need', 'improve', 'lot', 'food', 'quality', 'even', 'biryani', 'mark', 'moreover', 'chicken', 'undercooked', 'old', 'stomach', 'feel', 'funny', 'reach', 'home']",0.9230769230769232,0.0769230769230768,0.1097560975609756,0.2195121951219512,0.1097560975609756,0.0,0.0,77.92410326086956,0.064,0.735,0.2,0.8846
The Old Madras Baking Company,Aravinda Kolla,"Hidden away in gachibowli lies this amazing bakery! The chocolate cake is to kill for. The pastry and the bread are super soft and melts in the mouth. Apple muffin, chicken pot pie, Nutella doughnut, chocolate babka are some of my favorites. If here, do not miss out on the chocolate cake. P.S you get the best coffee too.",5.0,"10 Reviews , 36 Followers",2018-07-04 17:54:00,10.0,36.0,322.0,59.0,"Hidden away in gachibowli lies this amazing bakery! The chocolate cake is to kill for. The pastry and the bread are super soft and melts in the mouth. Apple muffin, chicken pot pie, Nutella doughnut, chocolate babka are some of my favorites. If here, do not miss out on the chocolate cake. P.S you get the best coffee too.","['hide', 'away', 'gachibowli', 'lie', 'amazing', 'bakery', 'chocolate', 'cake', 'kill', 'pastry', 'bread', 'super', 'soft', 'melt', 'mouth', 'apple', 'muffin', 'chicken', 'pot', 'pie', 'nutella', 'doughnut', 'chocolate', 'babka', 'favorite', 'miss', 'chocolate', 'cake', 'p.s', 'get', 'good', 'coffee']",0.90625,0.09375,0.0434782608695652,0.3188405797101449,0.072463768115942,1.0,1.0,82.14230225988703,0.098,0.679,0.224,0.8637
KFC,Manitejapuri,good,4.0,"2 Reviews , 1 Follower",2018-07-23 18:05:00,2.0,1.0,4.0,1.0,good,['good'],1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.4404
Chinese Pavilion,B Pradhan,"Good food.
Specially try chicken banana leaf, thats nice.
Overall good place to eat, may not be that great ambience. Staff are good and responds well.
If you like chinese, try this place as well.",4.0,"8 Reviews , 12 Followers",2017-07-14 09:37:00,8.0,12.0,195.0,35.0,"Good food. Specially try chicken banana leaf, thats nice. Overall good place to eat, may not be that great ambience. Staff are good and responds well. If you like chinese, try this place as well.","['good', 'food', 'specially', 'try', 'chicken', 'banana', 'leaf', 'nice', 'overall', 'good', 'place', 'eat', 'may', 'great', 'ambience', 'staff', 'good', 'respond', 'well', 'like', 'chinese', 'try', 'place', 'well']",0.7916666666666666,0.2083333333333333,0.1363636363636363,0.2045454545454545,0.1363636363636363,0.0,0.0,86.76517857142859,0.034,0.7,0.266,0.9352
Green Bawarchi Restaurant,Abhinav Sinha,DISGUSTING!! DONT EVER ORDER FROM THIS RESTAURANT EVER AGAIN. THEY SERVED RAW CHICKEN. I ORDERED FULL GRILL CHICKEN AND COULDN'T EVEN EAT ONE BITE. THE WHOLE CHICKEN WAS RAW!! THEY SHOULD BE SUED IN CONSUMER FORUM!!,1.0,"1 Review , 20 Followers",2018-07-29 16:32:00,1.0,20.0,215.0,36.0,DISGUSTING!! DONT EVER ORDER FROM THIS RESTAURANT EVER AGAIN. THEY SERVED RAW CHICKEN. I ORDERED FULL GRILL CHICKEN AND COULDN'T EVEN EAT ONE BITE. THE WHOLE CHICKEN WAS RAW!! THEY SHOULD BE SUED IN CONSUMER FORUM!!,"['disgusting', 'dont', 'ever', 'order', 'restaurant', 'ever', 'serve', 'raw', 'chicken', 'order', 'full', 'grill', 'chicken', 'even', 'eat', 'one', 'bite', 'whole', 'chicken', 'raw', 'sued', 'consumer', 'forum']",0.782608695652174,0.217391304347826,0.0444444444444444,0.3555555555555555,0.0666666666666666,0.0,6.0,74.97700000000002,0.118,0.882,0.0,-0.6776
Arena Eleven,Abhishek Sengupta,Had gone there for my birthday with my friends. The ambience was good. The staff was good. Food was even better. Loved the entire experience.,5.0,"6 Reviews , 33 Followers",2019-03-30 18:33:00,6.0,33.0,141.0,25.0,Had gone there for my birthday with my friends. The ambience was good. The staff was good. Food was even better. Loved the entire experience.,"['go', 'birthday', 'friend', 'ambience', 'good', 'staff', 'good', 'food', 'even', 'well', 'love', 'entire', 'experience']",0.9230769230769232,0.0769230769230768,0.1333333333333333,0.2,0.0666666666666666,0.0,0.0,83.32000000000004,0.109,0.795,0.096,-0.1012
Tandoori Food Works,Krishnakanth M,"Very pleasant experience at TFW. The stuffed tangdi kabab was fantastic. Succulent, mildly flavoured and a great salad to go with it. The sizzler biryani was a great innovative touch right down to the well cooked cabbage base. It added a new twist to the term biryani. Definitely a must visit.",4.0,"5 Reviews , 1 Follower",2019-05-14 21:09:00,5.0,1.0,293.0,51.0,"Very pleasant experience at TFW. The stuffed tangdi kabab was fantastic. Succulent, mildly flavoured and a great salad to go with it. The sizzler biryani was a great innovative touch right down to the well cooked cabbage base. It added a new twist to the term biryani. Definitely a must visit.","['pleasant', 'experience', 'tfw', 'stuff', 'tangdi', 'kabab', 'fantastic', 'succulent', 'mildly', 'flavour', 'great', 'salad', 'go', 'sizzler', 'biryani', 'great', 'innovative', 'touch', 'right', 'well', 'cook', 'cabbage', 'base', 'add', 'new', 'twist', 'term', 'biryani', 'definitely', 'must', 'visit']",0.935483870967742,0.0645161290322581,0.1034482758620689,0.2413793103448276,0.1034482758620689,0.0,0.0,77.11338235294119,0.0,0.634,0.366,0.9722
The Fisherman's Wharf,Sivayya Naidu,"visited with family wonderful ambiemce and live band nice food and service by ranvir ,teja, kiran and mukul friendly and smily thank you guys we will vist again sure .",5.0,6 Reviews,2019-03-15 23:22:00,6.0,,167.0,30.0,"visited with family wonderful ambiemce and live band nice food and service by ranvir ,teja, kiran and mukul friendly and smily thank you guys we will vist again sure .","['visit', 'family', 'wonderful', 'ambiemce', 'live', 'band', 'nice', 'food', 'service', 'ranvir', 'teja', 'kiran', 'mukul', 'friendly', 'smily', 'thank', 'guy', 'vist', 'sure']",1.0,0.0,0.1875,0.28125,0.09375,0.0,0.0,49.04137931034484,0.0,0.623,0.377,0.926
